state,crop,season,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,area_hectares,pesticide_kg,irrigation_mm,yield_tons_per_hectare
Punjab,Soybean,Zaid,433.09,26.58,36.5,21.25,58.55,6.0,48.36,30.91,36.09,20.06,14.39,1075.29,3.319
Haryana,Wheat,Zaid,762.62,24.34,30.36,19.4,63.87,6.1,116.98,15.04,53.49,6.8,8.37,520.45,5.279
Karnataka,Wheat,Kharif,1074.67,23.31,31.22,18.55,78.71,6.51,101.95,42.7,61.15,18.05,13.19,813.61,6.301
Uttar Pradesh,Soybean,Kharif,1252.81,20.9,25.27,13.61,67.69,5.74,99.09,51.09,35.12,13.95,8.66,672.89,4.623
Haryana,Cotton,Kharif,1041.33,31.89,40.87,24.33,32.13,5.44,28.45,48.72,53.35,3.21,1.65,950.84,3.607
Maharashtra,Rice,Zaid,1202.01,28.11,36.37,18.42,50.96,6.95,43.47,29.66,63.25,12.12,8.78,514.15,6.208
Haryana,Soybean,Rabi,1279.21,19.65,25.92,10.92,56.16,6.52,43.01,59.27,60.9,15.64,0.57,384.31,4.663
Haryana,Barley,Rabi,876.21,27.59,36.09,17.74,55.59,6.42,111.87,22.43,72.63,2.89,9.9,982.84,4.684
Maharashtra,Barley,Zaid,1162.9,27.05,32.35,21.43,81.6,6.88,44.45,54.14,39.3,11.43,6.44,381.94,5.842
Haryana,Wheat,Rabi,1124.78,29.44,37.78,20.22,61.82,6.22,81.1,40.44,32.37,5.94,2.15,859.31,5.727
Uttar Pradesh,Wheat,Zaid,1067.19,23.17,29.89,15.89,69.54,5.27,116.46,33.27,18.09,2.55,6.16,457.69,5.527
Haryana,Barley,Zaid,664.99,27.36,35.21,19.31,50.25,6.71,38.67,56.89,34.62,6.75,10.81,856.45,4.917
Karnataka,Rice,Rabi,654.24,23.54,29.16,17.9,70.82,6.81,53.13,32.71,27.38,5.23,8.36,328.88,5.353
Punjab,Soybean,Zaid,745.61,22.64,26.9,14.31,67.39,7.98,25.68,48.85,39.48,7.93,3.01,1196.02,3.614
Uttar Pradesh,Maize,Kharif,895.71,18.14,26.41,8.99,54.71,6.49,79.85,27.69,23.05,5.06,5.31,270.23,4.623
Maharashtra,Soybean,Zaid,594.42,21.47,26.33,13.18,79.86,6.1,29.62,19.43,19.98,15.3,14.81,871.98,3.655
Bihar,Rice,Rabi,626.48,23.39,32.59,17.2,64.15,6.53,113.7,22.87,46.95,4.76,1.34,280.54,6.603
Punjab,Wheat,Zaid,1014.74,22.67,26.83,15.35,50.02,6.7,58.81,37.75,21.12,4.28,14.01,961.51,5.648
Bihar,Wheat,Zaid,931.34,29.34,35.84,25.32,57.52,6.18,29.54,27.59,60.58,19.87,9.06,346.44,5.961
Uttar Pradesh,Cotton,Kharif,762.49,27.86,36.73,19.3,86.32,6.64,100.78,43.86,27.66,16.38,7.51,639.35,4.776
Karnataka,Rice,Kharif,529.46,22.51,27.3,12.78,71.66,6.91,52.21,54.91,51.59,23.02,4.85,314.83,6.147
Haryana,Rice,Rabi,858.65,29.88,39.71,22.57,67.13,6.88,23.73,50.2,21.59,8.06,8.7,242.98,4.95
Uttar Pradesh,Soybean,Kharif,690.89,24.21,30.25,18.84,55.14,6.55,115.15,17.01,77.38,15.07,9.8,909.93,4.194
Haryana,Cotton,Zaid,782.64,31.52,36.15,23.53,70.76,6.69,29.42,19.54,56.52,15.9,6.61,290.17,3.271
Maharashtra,Maize,Rabi,560.28,32.04,38.99,25.12,82.12,6.55,69.7,33.96,16.72,23.59,5.13,455.94,4.574
Haryana,Barley,Kharif,1182.17,20.62,30.22,11.0,71.55,7.16,49.19,13.2,62.93,2.99,1.74,511.22,4.919
Maharashtra,Wheat,Zaid,924.13,21.78,29.41,12.7,67.23,7.19,70.65,21.15,76.37,7.24,0.88,442.67,6.174
Maharashtra,Rice,Rabi,873.64,20.54,27.66,14.5,59.11,6.74,30.35,35.15,58.67,19.99,9.05,973.85,5.864
Punjab,Cotton,Zaid,428.3,20.34,26.31,13.37,55.8,6.26,68.06,43.9,58.35,8.29,5.52,785.15,2.936
Uttar Pradesh,Wheat,Kharif,623.73,24.91,29.72,18.27,71.65,6.15,105.52,18.16,47.97,10.9,0.65,1115.4,6.319
Bihar,Rice,Kharif,1064.72,41.44,50.98,34.1,73.45,5.89,74.9,57.23,43.55,7.08,2.51,898.63,6.403
Haryana,Cotton,Kharif,1099.76,29.87,34.53,21.72,66.99,6.97,103.44,36.17,73.97,22.01,12.28,715.9,4.313
Karnataka,Soybean,Zaid,435.17,24.01,28.82,16.95,62.04,6.79,43.21,41.0,66.14,1.9,12.83,1060.77,3.209
Punjab,Rice,Rabi,889.07,28.7,33.21,19.43,70.04,7.0,76.25,37.88,79.0,6.57,1.6,761.94,6.104
Haryana,Maize,Rabi,837.69,14.7,20.29,9.58,70.83,5.73,107.9,26.83,59.14,19.04,5.26,1021.64,4.7
Karnataka,Soybean,Rabi,716.19,29.13,37.82,19.5,61.66,6.64,99.18,32.56,66.32,0.66,4.68,951.32,4.124
Karnataka,Wheat,Kharif,737.62,20.63,30.43,14.0,52.43,6.85,60.95,37.63,43.1,20.75,13.68,1132.11,5.609
Maharashtra,Rice,Rabi,516.55,19.76,27.96,11.26,60.6,7.5,40.86,34.92,53.24,0.56,12.91,810.02,5.321
Uttar Pradesh,Soybean,Rabi,606.72,26.33,32.68,17.2,66.64,7.24,20.06,42.24,61.68,14.39,7.7,1009.94,3.79
Karnataka,Maize,Kharif,1024.35,17.97,27.8,8.46,66.29,5.73,37.22,37.17,64.75,13.26,13.09,309.66,4.739
Karnataka,Barley,Zaid,767.84,31.53,36.45,22.5,76.74,6.18,21.65,33.67,25.68,17.78,12.03,428.3,3.393
Haryana,Soybean,Kharif,799.89,29.86,39.18,24.51,49.22,5.67,68.01,59.88,22.44,21.37,13.02,753.2,3.253
Karnataka,Rice,Kharif,1091.01,28.75,35.74,19.2,39.35,6.37,91.11,35.2,73.79,5.02,14.61,1012.19,6.867
Karnataka,Wheat,Rabi,908.42,26.45,31.29,20.61,53.54,6.33,58.7,51.01,31.68,18.76,1.57,965.74,5.957
Maharashtra,Barley,Rabi,1140.87,29.18,37.98,22.84,84.78,6.39,49.26,50.19,36.32,20.25,1.76,244.4,5.254
Uttar Pradesh,Cotton,Zaid,928.49,24.48,30.2,19.7,65.15,6.89,113.56,10.2,24.31,6.54,3.38,425.78,3.995
Haryana,Barley,Rabi,511.12,25.44,33.05,17.27,80.68,6.71,52.06,58.21,55.42,7.3,7.04,1035.51,4.825
Uttar Pradesh,Maize,Rabi,939.0,24.67,29.81,20.03,77.59,6.04,61.57,39.45,19.02,20.64,3.64,1004.55,5.207
Haryana,Barley,Rabi,940.15,28.91,33.96,24.6,66.36,5.75,58.93,22.35,70.85,7.78,3.55,509.25,4.869
Bihar,Soybean,Kharif,929.92,25.64,29.98,20.36,69.08,6.61,87.95,22.02,42.29,5.67,2.36,580.0,4.337
Maharashtra,Wheat,Zaid,624.8,27.02,33.09,18.27,64.4,7.31,77.15,23.91,18.47,18.58,2.98,625.71,4.337
Uttar Pradesh,Wheat,Kharif,1381.92,19.05,26.74,12.76,74.67,5.51,29.23,37.13,63.88,10.88,4.84,247.38,5.37
Maharashtra,Wheat,Kharif,879.22,16.74,24.18,8.63,56.58,6.71,53.13,43.5,43.54,18.49,13.08,958.37,5.989
Bihar,Cotton,Zaid,1119.93,29.15,37.96,19.55,57.17,6.42,71.49,52.55,43.04,20.58,12.09,1161.89,3.721
Uttar Pradesh,Barley,Rabi,830.13,22.76,32.2,15.32,82.08,6.26,117.5,22.75,62.11,20.0,6.9,411.19,5.197
Uttar Pradesh,Wheat,Zaid,1271.4,21.47,26.97,12.21,69.83,6.24,28.49,35.58,44.3,18.91,7.24,543.82,5.582
Haryana,Cotton,Kharif,965.87,28.84,38.76,22.87,88.68,5.87,25.84,49.5,48.32,8.76,10.1,830.65,3.39
Maharashtra,Maize,Zaid,583.2,28.14,35.09,19.91,73.62,6.45,116.18,14.25,69.35,23.36,3.78,724.81,4.741
Bihar,Soybean,Kharif,838.9,21.54,29.73,16.21,71.27,6.36,35.35,38.12,57.45,16.4,11.79,615.28,3.686
Haryana,Wheat,Kharif,660.65,29.85,33.97,24.9,68.37,6.53,113.57,49.91,51.9,3.87,8.68,261.6,5.689
Maharashtra,Rice,Kharif,904.34,22.32,30.44,13.28,60.5,6.54,73.83,11.55,61.99,13.85,4.43,527.84,5.738
Karnataka,Cotton,Rabi,1465.93,24.17,30.99,18.42,56.28,7.28,23.99,49.75,33.39,17.22,9.82,852.63,4.245
Uttar Pradesh,Maize,Rabi,937.35,17.07,22.77,10.52,68.64,6.85,59.1,40.19,29.29,20.21,6.84,906.24,4.942
Uttar Pradesh,Wheat,Rabi,970.14,31.45,41.15,25.51,70.52,6.46,82.01,33.35,39.09,5.49,2.12,319.88,4.966
Maharashtra,Wheat,Rabi,859.38,34.91,39.03,28.39,83.58,6.28,91.29,33.18,78.34,1.46,14.81,1049.39,5.732
Karnataka,Maize,Kharif,685.28,24.9,32.04,15.35,33.5,6.0,60.01,16.67,27.5,4.01,12.25,904.87,4.443
Maharashtra,Wheat,Kharif,756.75,22.34,31.63,15.06,83.72,6.32,67.45,53.27,40.11,10.2,4.92,718.7,5.877
Uttar Pradesh,Maize,Rabi,602.45,21.16,27.24,11.62,55.7,7.36,73.66,51.43,24.03,22.79,8.21,786.11,4.896
Punjab,Maize,Zaid,1257.1,26.43,32.49,18.54,95.0,7.02,27.3,19.28,27.41,15.4,3.08,1081.72,4.608
Bihar,Soybean,Kharif,760.2,27.97,37.73,18.31,50.79,7.49,79.33,59.45,76.55,3.1,6.24,515.54,4.345
Uttar Pradesh,Barley,Kharif,742.17,19.94,24.48,12.95,60.15,5.83,34.33,57.69,24.42,13.29,3.36,276.36,4.672
Karnataka,Barley,Kharif,634.16,23.93,28.46,17.29,50.41,5.65,57.21,13.59,29.31,11.94,14.86,1196.27,3.841
Maharashtra,Wheat,Rabi,991.31,29.31,34.74,25.23,45.58,7.97,53.97,19.02,61.55,9.25,12.85,440.98,4.784
Punjab,Cotton,Kharif,796.3,24.42,32.09,18.84,69.74,6.69,24.3,38.26,50.64,6.64,7.07,287.74,2.856
Haryana,Maize,Zaid,683.78,20.72,30.13,11.94,78.19,6.74,86.29,34.0,73.84,13.02,5.65,840.38,5.238
Punjab,Soybean,Kharif,1004.67,32.19,38.46,23.26,41.36,6.47,33.53,56.23,46.24,6.87,4.0,465.08,4.301
Uttar Pradesh,Maize,Kharif,682.83,30.92,38.2,24.22,80.71,7.3,49.3,57.67,40.68,20.1,14.52,903.66,4.552
Haryana,Maize,Rabi,898.27,27.17,35.34,17.71,68.55,6.69,84.71,30.98,26.36,1.21,6.4,849.21,4.775
Punjab,Wheat,Kharif,713.16,20.38,26.03,12.0,54.1,6.67,112.32,36.96,55.11,2.29,3.08,300.95,5.537
Maharashtra,Cotton,Zaid,905.7,30.48,38.02,22.75,82.16,6.32,49.5,42.94,51.38,7.99,13.66,295.48,3.56
Uttar Pradesh,Rice,Kharif,887.61,25.43,31.36,16.47,61.15,6.5,96.79,23.39,53.32,21.7,5.11,683.55,6.084
Karnataka,Cotton,Zaid,893.21,19.88,24.79,12.77,72.14,6.07,110.86,46.56,55.74,10.97,7.9,709.3,4.15
Karnataka,Barley,Kharif,532.44,21.19,29.96,14.84,58.21,6.39,58.3,33.72,31.59,1.27,10.51,635.09,4.201
Maharashtra,Barley,Kharif,1040.48,29.57,37.05,25.53,67.94,7.14,65.09,20.37,49.05,7.37,12.97,596.36,4.481
Haryana,Cotton,Kharif,801.69,25.21,32.43,18.46,50.41,6.01,119.57,24.75,66.29,14.11,9.37,1185.85,4.26
Haryana,Soybean,Zaid,845.65,21.91,28.81,12.4,74.06,7.87,33.39,13.48,47.06,2.48,10.99,752.36,3.65
Haryana,Soybean,Zaid,801.67,28.82,38.13,23.77,87.2,6.29,100.62,15.29,54.94,18.78,11.39,390.06,3.934
Uttar Pradesh,Cotton,Rabi,672.1,22.96,29.65,18.28,56.52,6.06,87.9,13.56,78.43,17.27,3.14,214.09,3.867
Punjab,Rice,Rabi,802.95,21.11,28.73,16.06,69.2,6.46,117.62,11.64,62.6,19.44,1.47,371.87,6.121
Maharashtra,Soybean,Zaid,912.73,24.1,33.07,17.24,66.13,7.7,46.33,52.72,16.35,5.3,12.1,540.26,3.593
Haryana,Cotton,Kharif,929.46,32.69,37.11,28.51,49.02,5.7,47.9,57.96,72.7,7.44,12.35,885.87,3.693
Maharashtra,Rice,Rabi,983.55,26.37,36.36,19.5,56.05,5.86,41.16,12.1,41.31,21.49,4.69,900.01,5.76
Maharashtra,Soybean,Zaid,1368.28,25.86,35.23,20.92,60.59,6.06,119.43,40.24,20.48,2.1,1.59,789.89,4.808
Haryana,Maize,Rabi,401.01,27.59,35.72,20.76,71.49,7.77,55.03,10.61,23.17,14.06,5.49,1139.98,4.156
Karnataka,Maize,Kharif,971.85,25.33,34.25,21.32,81.56,7.23,98.79,52.68,40.8,20.69,8.49,818.54,5.357
Bihar,Soybean,Kharif,937.39,35.75,44.79,26.23,78.95,6.92,26.76,33.7,69.62,2.22,0.76,224.95,3.52
Uttar Pradesh,Cotton,Rabi,856.85,21.76,30.14,12.06,67.67,6.48,71.96,51.62,26.89,2.17,10.01,251.95,3.817
Bihar,Rice,Zaid,1065.84,17.31,25.76,11.86,60.57,6.68,117.88,47.24,22.68,12.15,9.04,346.62,6.117
Haryana,Barley,Kharif,1104.75,25.08,30.07,17.54,69.74,7.61,39.52,54.81,16.7,13.29,5.14,425.08,5.296
Karnataka,Wheat,Zaid,747.98,23.95,32.27,16.46,56.84,6.42,71.89,42.67,38.36,11.26,3.11,956.52,5.834
Uttar Pradesh,Barley,Zaid,704.91,34.39,38.5,28.75,78.15,6.07,111.92,28.78,71.88,4.5,5.88,252.28,3.643
Karnataka,Rice,Kharif,859.56,27.23,31.24,20.17,72.36,6.17,81.36,21.42,53.49,9.79,3.21,338.1,5.582
Punjab,Rice,Kharif,1079.91,28.36,37.35,22.13,87.04,5.78,102.87,21.81,34.27,7.89,1.09,514.69,6.254
Karnataka,Soybean,Zaid,1096.79,25.59,32.53,18.27,69.3,5.96,117.37,42.67,57.93,13.44,5.35,348.98,4.246
Punjab,Wheat,Kharif,684.85,30.22,36.71,24.26,88.46,6.71,35.13,18.28,57.8,24.8,3.91,1105.62,4.908
Punjab,Wheat,Rabi,507.96,23.05,30.27,17.62,75.51,5.18,65.92,41.8,66.38,6.42,13.03,480.2,5.053
Punjab,Wheat,Kharif,1008.9,24.1,31.25,15.0,45.45,7.46,47.14,27.88,46.13,12.6,12.91,970.56,5.45
Uttar Pradesh,Soybean,Rabi,571.35,25.76,32.14,19.29,83.57,6.45,52.14,39.45,48.52,22.0,2.27,314.26,3.578
Maharashtra,Cotton,Rabi,684.55,25.18,30.65,20.67,68.74,6.72,105.06,46.67,51.26,18.24,10.38,434.37,4.191
Karnataka,Soybean,Zaid,808.48,18.53,25.55,13.99,71.35,6.73,56.61,12.43,16.93,24.75,7.66,555.52,3.43
Bihar,Rice,Zaid,841.82,20.9,26.6,16.48,70.09,6.51,87.57,22.52,63.5,19.36,11.0,224.48,6.071
Bihar,Cotton,Zaid,791.09,23.12,28.08,15.16,64.36,7.15,75.38,38.79,34.72,21.97,2.86,564.19,3.521
Haryana,Rice,Zaid,684.95,34.93,41.86,30.48,71.15,6.65,104.99,59.06,58.68,19.34,7.83,1112.74,6.432
Bihar,Rice,Zaid,1222.63,20.75,25.96,15.48,86.11,5.96,38.18,26.57,40.83,15.77,13.88,1186.59,6.161
Uttar Pradesh,Rice,Rabi,522.63,31.43,36.73,26.79,56.59,7.46,50.36,43.76,45.36,8.42,4.66,336.03,5.718
Karnataka,Cotton,Rabi,1060.02,30.05,37.88,20.65,44.13,5.87,39.51,23.25,32.74,11.46,5.23,471.27,3.332
Punjab,Cotton,Zaid,1164.92,30.54,35.6,25.22,47.01,6.5,67.38,11.95,32.74,24.87,13.82,415.08,3.454
Haryana,Barley,Rabi,974.24,26.11,30.85,19.61,79.91,6.58,30.74,38.71,25.12,17.31,13.79,654.77,4.968
Karnataka,Barley,Rabi,951.72,29.96,36.0,20.71,61.32,6.89,50.65,11.75,33.28,16.67,2.56,311.36,4.273
Uttar Pradesh,Soybean,Kharif,652.38,28.23,36.79,19.81,68.74,6.76,105.66,46.43,45.66,6.49,11.04,1054.53,4.162
Uttar Pradesh,Barley,Rabi,882.72,32.44,39.59,23.79,71.07,7.4,54.23,28.68,23.7,7.77,1.75,627.89,4.165
Maharashtra,Wheat,Rabi,1016.57,30.34,39.75,22.94,79.17,7.63,79.04,35.33,24.66,11.45,8.37,467.33,4.894
Punjab,Soybean,Zaid,599.16,23.84,29.4,16.21,59.93,6.1,111.61,27.16,30.38,22.78,11.32,881.8,3.548
Haryana,Maize,Kharif,1036.15,35.2,43.87,29.48,74.45,6.08,64.32,40.86,71.48,3.21,3.35,729.8,4.826
Maharashtra,Cotton,Kharif,620.34,23.64,30.13,13.7,57.64,7.03,70.17,35.19,74.93,12.93,6.86,472.49,3.598
Uttar Pradesh,Wheat,Rabi,943.9,23.76,30.14,19.73,54.59,6.54,27.5,31.53,20.32,7.25,10.0,508.62,5.89
Bihar,Rice,Zaid,1136.95,29.98,39.18,24.06,34.27,6.23,69.11,10.84,32.82,23.91,5.08,381.45,5.442
Uttar Pradesh,Maize,Rabi,872.2,22.88,28.14,18.61,56.49,5.73,92.97,30.43,53.66,11.19,8.9,717.51,5.021
Karnataka,Barley,Zaid,929.42,29.58,33.68,24.16,65.1,6.98,75.24,45.73,32.85,16.79,10.71,611.28,4.622
Bihar,Barley,Kharif,943.82,23.2,30.76,17.4,58.0,7.48,53.22,51.33,19.79,0.76,2.28,356.01,4.738
Maharashtra,Maize,Rabi,904.36,31.65,38.02,25.84,68.9,6.3,33.66,48.77,28.11,18.42,12.18,325.33,4.241
Karnataka,Wheat,Zaid,839.49,24.65,30.32,17.61,64.06,6.39,97.52,43.11,22.49,7.69,3.95,642.53,5.818
Maharashtra,Maize,Rabi,535.51,34.92,42.43,27.81,75.25,5.91,88.04,29.38,38.63,4.17,9.15,802.66,4.527
Punjab,Soybean,Zaid,520.42,34.0,40.37,24.01,87.06,6.3,64.21,23.44,59.98,12.28,3.7,706.37,3.323
Uttar Pradesh,Barley,Zaid,1120.0,21.75,26.83,12.48,46.32,5.71,107.94,16.08,59.36,5.81,2.25,665.61,5.191
Bihar,Barley,Zaid,927.05,30.23,39.75,23.78,65.3,6.83,107.98,33.72,37.19,5.79,7.53,916.67,4.868
Uttar Pradesh,Rice,Rabi,864.78,24.07,29.57,16.28,67.1,5.09,92.44,41.58,27.21,21.53,1.27,795.22,6.787
Karnataka,Barley,Rabi,706.91,23.74,31.67,15.59,42.32,5.71,43.79,59.03,29.81,6.3,12.95,442.99,3.974
Uttar Pradesh,Soybean,Zaid,938.79,26.94,33.86,21.48,51.33,6.47,57.04,25.91,17.03,15.72,9.59,270.8,3.476
Bihar,Soybean,Zaid,798.37,32.06,37.31,23.19,58.65,6.37,42.39,25.54,25.44,8.03,5.33,833.11,3.081
Bihar,Cotton,Kharif,1323.76,26.48,35.61,18.26,48.78,5.78,42.35,18.42,45.62,9.15,9.42,418.15,3.459
Karnataka,Rice,Zaid,788.76,28.21,36.85,20.3,84.11,6.4,43.49,36.59,28.28,18.29,3.36,491.26,5.572
Maharashtra,Wheat,Zaid,1126.13,27.54,37.06,18.5,65.85,6.52,83.5,40.46,43.27,8.39,9.08,225.53,5.656
Punjab,Barley,Zaid,928.52,20.56,25.75,11.18,44.25,6.47,96.3,22.04,24.8,8.25,6.27,445.78,4.168
Haryana,Wheat,Rabi,1113.12,27.61,37.5,22.26,73.2,5.95,32.03,50.84,32.85,13.96,8.47,802.64,5.724
Uttar Pradesh,Cotton,Kharif,735.24,24.68,34.21,17.6,87.67,7.33,47.62,35.16,34.13,8.92,7.06,705.73,2.787
Haryana,Wheat,Rabi,1304.31,26.4,32.5,18.1,54.15,6.1,61.67,12.58,75.65,10.63,11.87,616.31,5.284
Uttar Pradesh,Soybean,Kharif,810.82,18.93,25.12,8.96,59.64,6.13,84.35,51.4,71.02,14.3,4.77,222.8,3.582
Uttar Pradesh,Maize,Zaid,533.47,28.1,33.83,21.04,59.07,7.0,81.21,47.67,75.84,3.36,13.93,801.47,4.945
Maharashtra,Barley,Kharif,653.6,24.71,31.3,17.38,70.14,6.64,63.95,20.69,74.59,24.43,4.84,375.19,4.048
Maharashtra,Cotton,Kharif,1218.37,27.76,32.0,22.39,58.87,5.79,76.3,25.95,75.41,8.61,12.61,1095.9,3.302
Uttar Pradesh,Cotton,Zaid,1031.44,16.57,23.41,11.26,80.02,6.47,52.48,39.48,44.59,7.89,14.87,1139.53,3.712
Maharashtra,Rice,Zaid,932.74,16.96,23.16,8.48,75.85,5.87,82.57,51.86,18.05,4.77,1.2,392.11,6.033
Bihar,Wheat,Rabi,764.24,26.36,30.38,18.32,74.62,5.91,22.27,36.52,73.17,14.53,9.32,881.61,5.538
Uttar Pradesh,Cotton,Kharif,839.25,35.57,42.23,29.5,65.47,6.75,45.73,18.61,26.06,11.75,2.97,219.72,2.734
Punjab,Maize,Zaid,635.32,22.33,27.8,12.55,68.66,6.79,64.87,28.76,17.46,7.67,2.28,302.37,4.306
Punjab,Wheat,Zaid,656.89,34.03,40.68,29.21,65.44,6.01,43.59,50.01,74.5,10.45,6.37,912.48,5.106
Maharashtra,Soybean,Kharif,978.81,30.02,34.85,24.26,72.85,6.6,66.08,42.65,48.11,5.44,1.99,1021.87,4.883
Punjab,Wheat,Rabi,867.91,21.32,29.83,12.06,48.59,6.18,62.66,19.7,57.3,14.83,2.75,1085.66,4.497
Uttar Pradesh,Rice,Kharif,480.0,26.56,33.51,16.83,65.03,5.72,105.97,29.09,64.17,14.64,10.94,377.79,5.399
Bihar,Rice,Zaid,712.69,15.41,21.68,10.22,84.4,6.61,75.48,25.36,54.55,8.64,7.0,1062.66,6.057
Bihar,Barley,Zaid,639.57,36.3,41.87,31.74,81.72,5.46,92.6,26.77,15.8,15.99,14.98,494.55,3.252
Haryana,Cotton,Zaid,985.63,25.99,33.82,19.92,66.28,6.81,111.79,30.34,36.33,2.62,9.7,1063.82,4.1
Karnataka,Maize,Kharif,744.77,21.32,27.95,15.26,62.18,5.62,44.68,18.04,38.26,19.5,10.58,865.85,4.295
Haryana,Wheat,Kharif,692.92,22.09,31.3,14.59,72.22,7.06,92.34,47.44,58.3,5.49,13.74,953.16,5.585
Uttar Pradesh,Cotton,Rabi,1040.93,18.07,24.57,11.89,57.49,6.36,27.73,17.11,73.51,22.17,14.3,627.85,3.555
Uttar Pradesh,Barley,Kharif,1082.09,26.7,36.68,22.52,77.65,6.69,88.18,22.78,61.9,5.8,12.52,419.12,4.503
Bihar,Barley,Zaid,522.76,27.2,31.71,22.05,70.97,6.82,76.19,29.38,78.59,11.86,6.79,611.64,4.845
Haryana,Rice,Kharif,713.75,28.95,37.04,23.74,66.48,6.22,75.28,46.47,38.05,4.5,3.78,1018.11,6.195
Uttar Pradesh,Wheat,Zaid,681.57,30.64,37.45,26.45,54.23,6.7,55.34,29.24,46.81,19.74,0.59,1132.47,5.393
Bihar,Rice,Zaid,671.91,30.94,38.55,24.8,86.65,6.58,62.69,46.58,20.97,20.83,3.46,1143.95,5.808
Maharashtra,Wheat,Kharif,1016.99,32.65,42.41,27.03,73.34,5.58,73.74,32.28,15.38,14.57,11.34,374.55,5.069
Karnataka,Soybean,Rabi,935.28,27.99,33.15,23.61,78.23,5.86,30.62,47.0,18.59,20.34,12.04,341.39,3.481
Maharashtra,Soybean,Kharif,702.98,20.07,25.31,11.97,64.64,6.16,65.09,38.65,79.93,1.14,0.5,550.37,3.387
Bihar,Cotton,Kharif,755.56,25.33,30.19,18.86,88.08,6.31,86.32,21.86,36.02,21.58,4.13,1164.32,4.094
Karnataka,Rice,Kharif,712.71,26.38,31.06,18.62,61.2,6.35,98.6,39.57,21.57,13.66,7.29,527.11,6.352
Bihar,Rice,Kharif,791.9,21.35,26.22,13.93,47.93,5.53,87.35,24.09,74.49,8.01,3.37,1154.57,6.694
Maharashtra,Soybean,Rabi,781.34,29.66,38.7,21.14,67.84,7.19,56.94,10.05,77.52,13.97,9.18,799.89,3.443
Haryana,Barley,Rabi,1149.4,17.78,25.81,11.06,61.9,5.77,55.02,18.8,58.04,22.04,4.89,532.88,4.366
Haryana,Rice,Kharif,1353.24,18.46,23.51,8.87,77.23,5.94,35.62,19.71,72.15,4.13,0.77,701.23,5.827
Haryana,Barley,Zaid,838.35,31.81,39.87,22.7,64.59,7.28,58.46,26.22,61.6,18.06,14.28,768.66,4.495
Bihar,Cotton,Rabi,987.32,30.5,38.0,26.44,52.24,6.42,111.53,30.69,52.34,12.14,8.21,267.3,3.781
Bihar,Cotton,Rabi,954.21,24.07,28.41,16.48,54.42,6.88,24.71,45.54,33.65,16.47,9.59,426.84,3.838
Bihar,Wheat,Zaid,695.15,21.07,26.94,13.22,36.75,6.38,80.77,46.74,64.97,1.94,4.9,621.27,5.332
Maharashtra,Cotton,Zaid,360.42,20.55,28.56,14.97,53.66,6.19,76.27,29.57,66.8,19.71,5.95,822.71,3.736
Uttar Pradesh,Soybean,Rabi,760.39,23.98,33.28,17.31,74.75,5.91,48.87,20.15,74.27,20.09,2.43,946.72,4.146
Punjab,Wheat,Rabi,799.91,25.81,31.07,17.64,64.48,6.6,85.72,51.61,54.99,21.79,5.74,749.14,5.924
Karnataka,Cotton,Zaid,585.12,25.67,31.89,16.47,76.85,6.7,78.4,31.03,15.99,2.21,3.33,969.33,3.595
Karnataka,Wheat,Kharif,958.62,23.1,32.24,14.61,69.94,7.99,110.07,52.7,18.49,20.68,1.91,263.28,5.783
Punjab,Cotton,Rabi,774.41,18.18,22.53,10.48,64.01,6.74,118.3,44.3,21.77,5.36,12.48,1196.76,3.657
Punjab,Maize,Zaid,884.75,23.18,27.59,13.85,53.09,6.54,85.05,26.13,73.91,7.82,4.49,1086.4,5.421
Uttar Pradesh,Soybean,Zaid,1221.76,32.71,40.72,23.23,63.94,5.74,84.03,49.39,73.3,17.16,1.48,383.14,4.348
Bihar,Wheat,Rabi,1019.62,24.05,30.34,15.49,65.38,6.78,80.95,17.14,47.06,6.37,1.27,280.02,5.782
Maharashtra,Maize,Zaid,459.13,29.37,35.52,21.67,83.23,5.0,100.13,53.79,30.78,13.41,3.74,237.56,4.822
Karnataka,Barley,Zaid,440.49,29.46,39.43,19.49,41.15,5.59,44.36,46.88,72.15,20.46,12.27,663.03,4.209
Maharashtra,Wheat,Zaid,421.04,24.34,32.09,17.22,69.55,6.65,59.61,30.7,54.34,19.13,8.68,708.76,4.723
Uttar Pradesh,Wheat,Zaid,727.85,27.93,36.46,20.85,61.06,6.2,91.65,36.18,66.6,7.86,3.43,550.73,5.411
Haryana,Cotton,Zaid,468.54,33.66,39.86,28.71,54.25,7.59,72.54,49.59,58.61,7.81,5.33,853.36,3.181
Punjab,Barley,Kharif,443.66,24.61,31.45,19.42,65.24,5.9,47.07,38.37,45.05,22.29,14.15,419.47,2.77
Uttar Pradesh,Barley,Zaid,518.16,24.79,30.3,20.53,77.44,6.78,71.37,37.72,31.41,15.24,0.94,846.01,4.021
Uttar Pradesh,Barley,Zaid,1102.42,19.32,27.62,14.55,81.45,6.53,48.94,15.97,25.07,4.56,7.43,807.39,4.771
Bihar,Wheat,Zaid,993.81,28.6,37.31,18.84,46.99,6.06,46.06,17.9,69.78,2.58,14.51,788.51,5.208
